x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8
10012,5,,,,,,
ID_REF,Description,,parental,parentalAM,parentalAMB,BrM2a,Brm2a
207440_at,na,'RAB2A',86.3224,97.097,112.679,104.797,120.393
207463_x_at,na,'RAB2A',277.063,367.023,346.349,1187.17,1491.81
207467_x_at,na,'RAB2A',1460.87,1948.09,1873.36,1189.97,1464.22
207480_s_at,na,'RAB2A',197.001,135.269,173.457,317.305,144.409
207483_s_at,na,'CTDSP2',699.187,627.855,566.573,634.88,528.097
207495_at,na,'ARPC3',99.6643,104.424,55.6747,143.945,139.211
207499_x_at,na,'ATP6V1G1',389.236,328.952,400.488,392.638,434.28
207507_s_at,na,'SUMO2',5042.33,4733.94,5149.54,3784.98,3762.02
207508_at,na,'SUMO2',6379.5,7417.04,5254.44,4751.99,4795.81
207513_s_at,na,'SAP18',226.65,212.552,189.697,162.312,205.561
207515_s_at,na,'SAP18',881.866,741.774,766.791,1002.14,1034.51
207524_at,na,'YWHAB',289.601,330.662,318.315,232.041,364.828
207525_s_at,na,'HSPH1',1118.99,1666.45,1365.87,1920.41,1170.67
207535_s_at,na,'ATP5L',560.572,388.3,371.178,478.63,308.752
207536_s_at,na,'ATP5L',159.468,146.133,147.381,64.5639,83.1206
207541_s_at,na,'FLOT1',574.743,466.638,536.414,625.256,469.387
207543_s_at,na,'ARF1',877.572,1209.79,1116.35,929.619,1125.08
207545_s_at,na,'NAPA',45.1911,61.9455,93.8798,58.2184,73.2495
207549_x_at,na,'NAP1L1',1334.19,1342.98,1289.92,1229.97,1051.52
207551_s_at,na,'NAP1L1',784.606,739.191,709.918,476.992,581.156
207554_x_at,na,'NAP1L1',240.419,322.683,266.828,242.584,237.432
207556_s_at,na,'H3F3A /// H3F3AP4',598.949,679.499,646.562,543.391,634.848
207559_s_at,na,'EIF3I',393.598,516.339,552.09,407.967,417.908
207563_s_at,na,'TMED9',1042.92,473.18,465.207,660.628,712.122
207564_x_at,na,'ATIC',880.48,373.852,462.025,657.144,780.261
207573_x_at,na,'NCSTN',7983.92,8189.3,8197.15,9300.83,7314.17
207574_s_at,na,'UBE2I',855.889,462.838,459.699,838.51,980.381
207585_s_at,na,'SUMO1',6583.03,6400.85,8607.33,8188.22,8165.78
207590_s_at,na,'SUMO1',214.335,205.228,276.995,200.467,289.644
207593_at,na,'TSC22D3',181.874,203.29,177.763,138.681,195.59
207594_s_at,na,'ATP5G2',140.057,129.984,128.441,133.168,165.115
207595_s_at,na,'HNRNPR',259.317,380.264,265.831,239.971,193.132
207598_x_at,na,'HNRNPR',164.981,244.974,221.992,186.245,258.081
207604_s_at,na,'LAPTM4B',181.028,140.87,151.04,237.003,314.837
207606_s_at,na,'RPL22',320.985,364.904,358.908,266.49,356.302
207608_x_at,na,'EIF4EBP2',162.56,133,93.8702,168.689,124.579
207614_s_at,na,'LTA4H',1163.06,1093.59,1049.69,976.314,916.12
207616_s_at,na,'ANKHD1 /// ANKHD1-EIF4EBP3',1009.54,762.321,864.728,878.56,898.894
207618_s_at,na,'ANKHD1 /// ANKHD1-EIF4EBP3',632.615,577.652,541.076,626.701,794.526
207621_s_at,na,'CSNK1D',631.105,532.917,515.752,513.387,550.746
207622_s_at,na,'XPO1',1229.76,965.999,1077.32,1073.87,1126.93
207624_s_at,na,'PSMD11',118.462,126.08,111.543,67.6874,114.041
207627_s_at,na,'PSMD11',154.548,119.141,124.25,132.182,161.774
207628_s_at,na,'TCP1',1457.91,1323.97,1244.93,1123.81,1191.82
207629_s_at,na,'DDR1',414.403,470.863,381.456,638.694,417.452
207630_s_at,na,'VAPA',290.405,380.701,328.902,329.602,315.896
207643_s_at,na,'SNX3',1188.74,1697.92,1741.4,1250.86,1287.81
207654_x_at,na,'FSTL1',1435.3,1256.13,1256.11,1605.72,1151.35
207657_x_at,na,'CD46',2321.02,2671.08,2332.85,2011.15,1863.04
207665_at,na,'KLHDC3',111.946,199.509,126.923,89.3624,112.391
207667_s_at,na,'MAP1LC3B',560.573,764.218,750.34,580.043,844.794
207668_x_at,na,'MAP1LC3B',3924.79,2632.75,4631.42,5337.65,5501.4
207684_at,na,'MRPL3',115.214,198.549,163.562,91.8786,177.387
207686_s_at,na,'ELOVL5',230.304,191.784,267.161,211.577,93.5039
207687_at,na,'PTRF',185.044,177.707,145.822,186.935,189.222
207688_s_at,na,'PTRF',168.81,186.325,154.075,109.548,148.99
207700_s_at,na,'SMARCA4',350.524,323.331,351.062,346.317,367.874
207705_s_at,na,'SMARCA4',137.674,192.516,248.135,137.505,119.189
207707_s_at,na,'MCM7',2736.26,2774.61,2539.42,2743.03,2490.21
207713_s_at,na,'CCNG1',252.287,347.641,321.227,294.27,372.715
207714_s_at,na,'PSMB5',1671.75,2229.26,2098.59,1632.81,1412.14
207717_s_at,na,'SRP72',142.973,159.913,175.31,183.077,246.727
207719_x_at,na,'SRP72',916.336,850.491,835.004,1352.22,1043.46
207721_x_at,na,'SRP72',10941.8,12680.4,12160.6,13508.7,11234.7
207724_s_at,na,'SRP72',104.393,107.807,87.4926,227.834,134.679
207727_s_at,na,'SRSF6',403.381,466.145,400.814,382.551,420.928
207730_x_at,na,'KIAA0391 /// PSMA6',236.295,304.765,331.798,190.678,291.326
207734_at,na,'HMGB2',111.95,99.7878,116.384,110.072,94.0971
207738_s_at,na,'C6orf62',3020.58,2915.17,3198.78,1505.46,1715.81
207740_s_at,na,'DNAJB6 /// TMEM135',686.53,956.103,1005.65,670.595,960.511
207755_at,na,'DNAJB6 /// TMEM135',73.5131,88.5139,110.575,88.3202,125.151
207760_s_at,na,'HLA-C',1017.92,920.92,858.935,1553.73,1682.02
207764_s_at,na,'GOT1',127.197,104.538,116.766,116.358,186.57
207765_s_at,na,'HSPA4',158.105,251.849,245.221,271.383,330.912
207769_s_at,na,'HSPA4',630.538,855.138,775.73,558.572,504.995
207777_s_at,na,'ANXA2P2',36.2773,75.0774,57.4445,106.325,178.664
207780_at,na,'COMT',64.6303,59.0189,51.628,59.5318,60.1398
207782_s_at,na,'COMT',680.25,632.331,718.729,830.715,1052.97
207783_x_at,na,'RAB8A',20807.2,19487.3,19733.2,13570.8,14841.4
207785_s_at,na,'PTK2',1643,1992.96,2009.68,1708.75,1457.98
207786_at,na,'SNRPB',72.1142,74.7593,65.3739,132.877,90.3551
207788_s_at,na,'DAP3',209.97,279.916,294.681,152.83,192.058
207791_s_at,na,'CDK16',664.842,697.974,787.461,921.47,891.51
207801_s_at,na,'CDK16',1383.39,1442.21,1971.21,1417.6,1873.26
207805_s_at,na,'RPL23A',1921.7,1755.24,1711.23,2821.49,2929.88
207808_s_at,na,'HINT1',353.341,410.272,412.43,411.169,601.679
207809_s_at,na,'PSMB6',2214.73,2451.19,2623.72,2847.48,2362.57
207812_s_at,na,'POLE3',1951.13,1617.84,1584.29,1508.88,1550.25
207821_s_at,na,'TAPBP',909.899,683.799,693.276,1150.95,1009.21
207828_s_at,na,'SUPT6H',1884.51,1464.39,1862.48,1577.03,1295.54
207829_s_at,na,'ATXN10',332.752,293.542,288.526,522.02,429.942
207830_s_at,na,'ATXN10',960.755,997.321,1048.82,1059.51,822.372
207831_x_at,na,'RPL23A',782.281,877.541,849.215,1405.81,534.418
207842_s_at,na,'LUC7L3',797.515,658.999,804.693,907.936,657.337
207843_x_at,na,'ATP1B3',1254.47,1180.22,1105.19,728.575,741.534
207845_s_at,na,'TMED3',237.097,244.332,211.99,492.095,307.218
207847_s_at,na,'CAND1',133.675,127.949,108.51,92.8924,141.536
207855_s_at,na,'CAND1',91.1745,88.9723,110.501,75.4779,68.1718
207856_s_at,na,'G3BP2',1152.95,806.84,919.567,566.035,710.38
207867_at,na,'G3BP2',24.8353,45.619,50.3001,34.528,51.4869
207871_s_at,na,'GORASP2',304.516,250.203,184.092,191.504,213.276
207876_s_at,na,'GORASP2',1183.81,1230.85,1262.78,870.229,570.644
207891_s_at,na,'VDAC3',190.968,246.775,217.663,170.618,277.953
207922_s_at,na,'VDAC3',1403.54,1178.55,1290.53,1721.44,1626.65
207936_x_at,na,'ADH5',186.441,208.062,142.718,166.094,190.754
207939_x_at,na,'ADH5',1393.5,970.6,1305.54,1332.09,1492.84
207941_s_at,na,'CANX',2028.67,2235.71,2090.15,2515.19,1734.5
207945_s_at,na,'CANX',817.437,871.849,975.001,1073.22,1191.72
207956_x_at,na,'STK24',1053.5,518.695,544.333,332.788,425.079
207966_s_at,na,'STK24',849.088,1264.92,809.649,1353.78,1401.95
207969_x_at,na,'RPLP0',127.112,134.606,176.178,149.677,161.293
207972_at,na,'PCMT1',34.8078,50.8894,58.469,41.0811,67.9623
207974_s_at,na,'ESYT1',3970.3,4434.71,4264.06,4413.39,5626.39
207980_s_at,na,'ATRX',704.076,923.686,878.345,1167.87,1144.09
207983_s_at,na,'ATRX',572.956,670.269,658.924,728.174,689.322
207986_x_at,na,'ATRX',394.56,694.45,600.693,492.851,345.565
207988_s_at,na,'CTNND1 /// TMX2-CTNND1',2219.72,2576.86,2746.98,3066.69,3120.13
207992_s_at,na,'SRSF1',299.683,234.47,246.378,383.946,214.455
208002_s_at,na,'TXN',1981.25,2424.33,2109.01,2676.85,1776.31
208012_x_at,na,'CSNK1A1',221.859,339.969,351.378,340.222,231.13
208021_s_at,na,'CSNK1A1',577.4,491.154,595.622,656.729,640.177
208022_s_at,na,'CSNK1A1',328.021,279.545,331.354,256.763,197.434
208024_s_at,na,'GABARAPL1',710.91,560.951,509.16,653.676,968.99
208025_s_at,na,'ATP5C1',692.749,408.989,419.447,696.637,440.05
208029_s_at,na,'REEP5',3824.3,2993.27,2852.57,2460.24,2113.84
208030_s_at,na,'REEP5',432.893,569.048,535.893,353.795,489.256
208035_at,na,'PPP2R4',112.856,266.833,269.285,138.616,284.393
208042_at,na,'PAK2',76.2583,149.716,129.074,179.76,151.901
208051_s_at,na,'PAK2',708.673,657.566,756.932,387.44,453.218
208055_s_at,na,'PAK2',190.741,207.082,153.375,243.268,199.612
208066_s_at,na,'PAK2',924.598,590.807,814.9,1160.54,954.008
208070_s_at,na,'PRPF6',317.285,207.251,289.081,262.436,209.385
208072_s_at,na,'PRPF6',443.381,354.685,386.901,403.704,488.866
208073_x_at,na,'IDI1',2313.12,2633.1,2678.14,1673.3,1841.3
208074_s_at,na,'UBR5',3702.8,4929.94,4838.03,6014.55,5228.72
208078_s_at,na,'UBR5',691.477,617.517,646.292,581.991,957.622
208079_s_at,na,'UBR5',3762.5,3252.15,3210.53,4045.39,3844.59
208082_x_at,na,'H1F0',305.415,390.37,423.28,265.797,300.9
208089_s_at,na,'EIF3G',205.362,103.497,111.126,89.0779,109.959
208091_s_at,na,'PLXNB2',2729.41,2839.27,2795.02,2752.76,3137.09
208093_s_at,na,'DUSP6',845.088,779.877,739.491,977.523,1018.49
208094_s_at,na,'DUSP6',245.765,182.211,275.307,268.597,189.027
208095_s_at,na,'DUSP6',2666.4,2615.39,2375.19,2947.32,3079.95
208097_s_at,na,'HLA-DRA',3615.77,2365.98,2618.52,3067.14,3278.78
208101_s_at,na,'DDX18',1188.67,952.183,805.988,638.48,934.808
208103_s_at,na,'DDX18',989.567,790.781,964.473,1227.59,1127.63
208112_x_at,na,'DDX18',1921.49,2313.8,1884.03,1040.54,1219.9
208113_x_at,na,'ATP6V1D',5733.11,5627.98,6760.38,6269.21,5862.93
208114_s_at,na,'ATP6V1D',628.033,505.997,467.455,715.32,611.308
208117_s_at,na,'TOP1',1100.33,902.406,941.079,797.947,919.57
208118_x_at,na,'TOP1',427.402,400.968,446.45,331.246,467.775
208119_s_at,na,'RPS28',263.827,173.655,218.896,213.148,210.232
208120_x_at,na,'CYCS',451.88,555.753,513.53,439.615,584.91
208124_s_at,na,'MRPS18B',222.057,273.849,231.678,243.956,265.873
208127_s_at,na,'CAST',291.198,261.336,289.538,492.236,530.702
208132_x_at,na,'UQCRFS1',747.273,1312.74,1141.78,902.325,886.163
208137_x_at,na,'C1QBP',217.401,250.697,246.039,180.446,231.558
208138_at,na,'PDHB',116.011,202.226,139.449,85.5999,170.353
208141_s_at,na,'CNP',374.902,405.384,289.846,284.884,368.819
208149_x_at,na,'GGA2',889.254,871.501,950.297,564.632,745.701
208152_s_at,na,'GGA2',5669.36,3878.23,4022.35,5335.47,6806.85
208158_s_at,na,'GGA2',434.715,319.043,401.336,191.222,187.693
208178_x_at,na,'SLC1A5',1310.55,865.348,758.878,853.653,1406.52
208180_s_at,na,'NADK',62.475,68.37,74.3388,386.076,285.801
208184_s_at,na,'NADK',261.123,206.64,246.717,244.015,288.434
208209_s_at,na,'SRI',1365.61,598.297,577.369,3170.87,682.912
208246_x_at,na,'SRI',189.217,219.893,270.95,128.566,141.3
208248_x_at,na,'NXF1',6878.6,7837.37,8472.89,5843.79,7592.38
208249_s_at,na,'CYFIP1',691.668,406.623,409.62,340.808,353.646
208250_s_at,na,'RNF11',388.434,539.374,490.278,377.756,379.499
208258_s_at,na,'CLDND1',233.6,244.456,280.399,192.582,271.129
208264_s_at,na,'NEU1',331.02,227.871,281.38,395.162,365.506
208270_s_at,na,'SPOP',1968.95,2109.29,1913.93,1228.94,1065.89
208281_x_at,na,'RPL13',80.7268,163.095,84.5651,71.2512,123.264
208289_s_at,na,'ILF3',835.923,829.056,820.628,634.757,815.628
208290_s_at,na,'ILF3',1815.88,1279.12,1445.88,1667.16,2253.04
208296_x_at,na,'PPP4C',404.475,309.243,356.275,347.459,350.134
208297_s_at,na,'LGALS8',125.231,198.276,146.034,108.786,165.045
208306_x_at,na,'LGALS8',3322.85,4230.74,4443.57,2611.5,2699.18
208308_s_at,na,'LGALS8',3072.2,4688.9,3946.89,3289.89,3365.92
208309_s_at,na,'LGALS8',879.691,286.801,274.605,696.387,634.766
208310_s_at,na,'ID1',663.358,608.722,664.179,804.528,565.429
208313_s_at,na,'PRCC',2574.76,3173.8,3046.15,2071.33,2415.7
208315_x_at,na,'SEPHS1',235.395,221.636,213.729,153.653,215.81
208316_s_at,na,'SEPHS1',675.621,505.523,573.33,619.088,512.62
208319_s_at,na,'SEPHS1',2316.06,1741.64,1561.9,1357.09,1413.53
208328_s_at,na,'SEC62',79.3985,96.6729,60.6155,89.0551,127.634
208336_s_at,na,'SEC62',1305.01,2230.61,2275.09,2391.12,2103.89
208351_s_at,na,'TGFBR2',748.833,541.248,520.896,579.96,819.896
208358_s_at,na,'BECN1',128.32,167.776,149.429,109.425,104.726
208360_s_at,na,'BECN1',84.0036,123.362,111.318,69.4552,119.776
208363_s_at,na,'UPF1',125.347,182.92,127.469,141.587,125.867
208369_s_at,na,'STAU1',189.619,263.728,282.349,270.552,207.044
208370_s_at,na,'LGALS3',443.566,713.731,1010.35,869.666,707.364
208371_s_at,na,'ALDH7A1',415.533,364.815,500.616,575.958,538.586
208374_s_at,na,'ALDH7A1',3249.74,3425.18,2866.07,2805.18,2904.21
208384_s_at,na,'LARP4B',263.507,332.498,346.654,339,328.808
208398_s_at,na,'LARP4B',542.52,358.831,414.434,497.58,582.819
208403_x_at,na,'LARP4B',301.728,332.754,375.668,349.429,409.681
208405_s_at,na,'DUT',1411.17,1328.61,1527.99,1329.73,1176.64
208407_s_at,na,'DUT',450.055,467.933,575.473,341.708,410.507
208410_x_at,na,'ERP44',69.5618,39.8353,60.0664,47.3293,53.4796
208415_x_at,na,'ERP44',779.105,586.914,759.501,495.327,560.594
208420_x_at,na,'KLF6',392.691,531.697,413.103,512.645,342.986
208424_s_at,na,'KLF6',350.205,391.399,296.804,374.663,483.81
208433_s_at,na,'FADS1',352.793,425.819,427.604,375.477,278.713
208436_s_at,na,'FADS1',186.614,174.235,178.674,534.132,264.923
208442_s_at,na,'FADS1',100.452,157.222,163.843,189.878,200.434
208445_s_at,na,'IFI16',742.5,725.342,758.647,380.734,430.372
208447_s_at,na,'IFI16',1450.24,1205.33,1129.65,1565.7,1733.12
208448_x_at,na,'AK2',63.2095,46.233,85.9382,30.4183,69.9554
208453_s_at,na,'CIAPIN1',1050.62,812.524,801.284,928.85,852.937
208456_s_at,na,'NDUFA9',1092.69,835.883,932.534,1231.93,1028.4
208459_s_at,na,'UROD',804.438,624.561,566.207,694.031,878.569
208472_at,na,'UROD',73.6159,120.205,86.7356,81.4451,100.772
208478_s_at,na,'ATP5G1',467.047,503.682,521.714,227.315,313.884
208485_x_at,na,'ERI3',305.076,304.614,277.316,296.879,260.987
208486_at,na,'KPNB1',165.069,182.007,167.457,154.588,214.264
208503_s_at,na,'KPNB1',426.874,485.87,512.651,350.624,492.999
208510_s_at,na,'TUBB4B',509.545,576.945,533.999,124.684,395.058
208511_at,na,'NCOA6',281.368,228.691,334.687,328.32,480.807
208517_x_at,na,'UBC',11729.8,9737.05,10161,12186.7,14514.2
208527_x_at,na,'RBM10',301.704,408.352,382.922,990.036,1052.81
208535_x_at,na,'EIF3J',234.315,517.263,408.642,273.216,607.457
208540_x_at,na,'TCF12',2191.47,2557.29,2473.1,1806.21,1950.22
208541_x_at,na,'KDM2A',505.133,400.536,398.189,466.465,524.269
208546_x_at,na,'KDM2A',185.727,262.622,277.952,527.68,524.625
208549_x_at,na,'HNRNPH3',2966.14,1574.93,4713.94,3877.81,2813.42
208579_x_at,na,'STAT3',1359.27,1658.01,1746,4546.3,5037.41
208581_x_at,na,'STAT3',12186.7,10350.1,12206.6,11912.5,14897.3
208598_s_at,na,'PPIG',2082.67,2422.44,2421.4,1537.87,2403.83
208607_s_at,na,'PPIG',797.674,342.008,254.328,1056.81,580.478
208610_s_at,na,'POLR2C',591.626,734.08,722.623,587.533,447.475
208611_s_at,na,'UCP2',1064.25,1369.17,1329.05,674.449,750.071
208612_at,na,'UCP2',2532.35,2500.12,2583,2230.31,2520.04
208613_s_at,na,'8-Sep',2247.18,2318.08,2018.18,1707.7,1596.89
208614_s_at,na,'ANAPC13',2663.37,3014.22,2966.1,1932.76,2009.29
208615_s_at,na,'SLC25A11',885.449,1074.95,1021.72,992.513,881.919
208616_s_at,na,'FBXL5',4954,5575.35,6207.34,5628.39,5750.29
208617_s_at,na,'RSRP1',2512.28,2808.17,2747.91,2887.38,2158.88
208619_at,na,'KRT8',2696.07,3008.43,2990.16,2808.83,3424.79
208620_at,na,'ESD',4366.29,6357.43,7164.8,4908.58,5077.41
208621_s_at,na,'TRIO',2129.6,1741,1530.26,1892.22,1595.97
208622_s_at,na,'TRIO',2714.33,2121.25,2003.64,2245.96,1703.28
208623_s_at,na,'TRIO',2075.6,2157.86,2018.8,1694.06,1977.64
208624_s_at,na,'MAGED1',1630.59,1607.1,1796.39,1553.18,1652.46
208625_s_at,na,'DNAJB6',2973.61,3732.55,3314.65,2742,3079.86
208626_s_at,na,'KRT7',2178.94,3039.17,3068.81,2064.43,2306.87
208627_s_at,na,'LONP1',8012.22,9422.32,10424.9,10551.2,11809.6
208628_s_at,na,'PINK1',9058.5,10184.3,8983.41,10486,7865.89
208629_s_at,na,'PINK1',1370.33,1830.39,1194.84,1340.29,1935.95
208630_at,na,'OSER1',508.116,628.092,678.749,713.133,869.129
208631_s_at,na,'STAG2',948.463,1680.8,1126.58,1594.33,1583.83
208632_at,na,'STAG2',552.904,484.988,520.469,498.264,613.481
208633_s_at,na,'SYNCRIP',473.582,849.817,805.781,629.081,580.55
208634_s_at,na,'SYNCRIP',1075.67,2084.63,2049.42,1585.77,1155.22
208635_x_at,na,'TUBB',10846.3,10484.2,12112.5,11513.1,11915
208636_at,na,'ABI1',5686.24,4813.44,5643.37,5652.27,5759.27
208637_x_at,na,'ABI1',4837.52,4878.02,5172.7,5060.04,5930.77
208638_at,na,'COPS7A',2626.04,2698.02,2822.18,2949.77,3390.58
208639_x_at,na,'DYRK1A',3530.49,2876.68,3919.37,4148.91,4035.49
208640_at,na,'PNRC1',10931.3,11401.6,10979.4,10493.6,9964.47
208641_s_at,na,'MDH2',8565.51,7718.42,8390.63,12680.8,5661.56
208642_s_at,na,'EHD1',4280.29,3690.88,3223,4010.4,4956.32
208643_s_at,na,'EHD1',3120.7,2764.84,2807.92,2841.66,2916.24
208644_at,na,'EHD1',1490.05,1526.71,1541.08,1309.17,1213.02
208645_s_at,na,'PSMB8',16969.5,16888.7,17377.3,14143.7,15348.5
208646_at,na,'UBE2G2',2702.34,2526.87,2781.11,2265.42,2617.46
208647_at,na,'UBE2G2',1245.72,1720.42,1910.51,1050.97,1005.09
208648_at,na,'PAPSS1',1046.56,914.291,1003.47,862.391,1036.38
208649_s_at,na,'SF3B4',3893.27,3656.6,4064.93,3456.37,3894.79
208652_at,na,'XPNPEP1',3269.3,3066,3107.99,3509.31,3401.82
208653_s_at,na,'GABARAPL2',429.095,543.898,507.804,555.475,857.405
208654_s_at,na,'ZMYND8',960.997,965.036,946.657,934.701,1022.06
208655_at,na,'ZMYND8',3802.08,3802.87,5344.07,3722.23,3242.79
208656_s_at,na,'RALGDS',4822.66,6503.62,6026.84,5904.98,5273.38
208657_s_at,na,'WHSC1',258.168,499.832,471.858,344.282,266.312
208658_at,na,'WHSC1',772.98,818.687,669.434,488.252,534.281
208659_at,na,'WHSC1',11077.8,11736.9,13343.4,10654.2,12123.6
208660_at,na,'CDC5L',2637.03,2366.64,2363.01,2034.58,2216.69
208661_s_at,na,'CDC5L',532.915,664.193,505.288,475.732,493.362
208662_s_at,na,'CDC5L',996.546,1292.1,1257.46,731.517,763.557
208663_s_at,na,'EDF1',365.866,718.606,664.111,325.611,220.266
208666_s_at,na,'EDF1',297.044,376.51,461.396,324.786,397.375
208667_s_at,na,'NCOA3',1129.38,1201.41,1251.87,1018.91,1389.53
208668_x_at,na,'NCOA3',10077.9,10533.5,9439.12,10170.2,9044.55
208669_s_at,na,'PAIP1',993.978,1156.9,1235.98,1019.49,1349.48
208670_s_at,na,'PAIP1',479.861,568.587,516.972,609.389,623.001
208671_at,na,'UQCRB',1496.93,1477.44,1374.91,1924.11,1514.28
208672_s_at,na,'UQCRB',5192.77,4122.24,4100.72,5050.09,4105.89
208673_s_at,na,'HNRNPDL',1246.76,927.493,1063.82,1134.92,1283.81
208674_x_at,na,'HNRNPDL',1296.46,1145.21,1241.51,1415.37,1086.89
208675_s_at,na,'H3F3B',5944.03,4402.69,5496.85,5165.73,4984.85
208676_s_at,na,'LOC101928143 /// NUMB',2103.39,1528.05,1901.48,2056.21,2454.2
208677_s_at,na,'ISCU',2707.72,3768.86,3478.87,1790.69,1857.16
208678_at,na,'WDR45B',2054.12,1695.05,1541.51,2048.5,2610.7
208679_s_at,na,'TXN2',5485.88,5423.31,5097.98,6189.76,5096.77
208680_at,na,'TXN2',10285,10470.8,9714.74,11648.2,10330.9
208682_s_at,na,'GLRX3',593.217,1069.52,838.025,1621.75,1061.08
208683_at,na,'RAB28',12268.8,12850.6,13323,10646.2,9952.53
208684_at,na,'RFC1',2285.93,2410.67,2350.94,2066.96,1465.53
208685_x_at,na,'MCAM',1674.02,2160.2,1999.53,2928.93,2343.14
208686_s_at,na,'MCAM',924.798,1491.39,1135.31,1913.93,1460.52
208687_x_at,na,'UBN1',13748.9,11405.5,13052.6,12194.4,15262.7
208688_x_at,na,'RAB5A',5470.19,4432.11,4647.6,4894.09,4499.9
208689_s_at,na,'SH3GLB1',6066.73,6009.14,5814.92,5450.7,6454.55
208690_s_at,na,'SH3GLB1',2690.25,1924.88,2556.48,1965.37,1572.04
208691_at,na,'GLOD4',7295.9,6475.58,6082.38,6599.79,6257.96
208692_at,na,'GBA /// GBAP1',15886.5,16767.1,15812.3,15542,15248
208693_s_at,na,'DDAH1',5349.04,5947.03,5184.82,5870.23,4148.38
208694_at,na,'DLD',652.632,545.258,554.044,472.54,561.472
208695_s_at,na,'UBE2V2',13530.9,14644.3,15288.2,13484.7,13880.5
208696_at,na,'JAG1',8188.88,7234.22,6203.73,6770.92,9063.93
208697_s_at,na,'JAG1',8753.32,8445.1,8846.95,8834.09,9605.93
208698_s_at,na,'IFRD2',3367.12,3438.66,3650.89,3835.05,3932.76
208699_x_at,na,'CTGF',4648.13,5210.65,4755.13,2339.03,3482.34
208700_s_at,na,'HBP1',4767.4,5376.26,5952.98,2623.12,3147.92
208701_at,na,'UFD1L',394.617,329.415,380.234,320.746,409.372
208702_x_at,na,'NHP2',5762.92,6107.67,6226.63,5334.17,7172.86
208703_s_at,na,'TSPAN6',3807.64,4254.59,4302.66,3912.99,5259.99
208704_x_at,na,'TSPAN6',7697.74,8451.09,8599.96,6600.53,7519.4
208705_s_at,na,'RGL2',5251.23,4427.28,4463.64,4836.66,5683.54
208706_s_at,na,'RNF5 /// RNF5P1',2802.12,1971.43,2186.51,2247.19,2191.29
208708_x_at,na,'CDKN1B',2255.63,2070.61,2094.58,2595.16,2060.3
208709_s_at,na,'HMG20B',1397.66,1610.23,1591.11,1593.32,1169.6
208711_s_at,na,'UBA3',1356.74,1199.49,1009.22,918.992,1540.19
208712_at,na,'WBP2',2597.95,3581.48,3387.04,2332.95,2968.04
208713_at,na,'TUBA1A',1089.48,1189.46,1374.61,844.558,754.925
208714_at,na,'NR2F2',2312.09,2411.94,2247.88,2153.71,2610.81
208715_at,na,'NR2F2',612.083,454.645,478.845,645.741,411.701
208716_s_at,na,'NR2F2',2699.75,2162.73,2101.7,2377.65,1983.15
208717_at,na,'PLIN2',2057.4,1723.48,1608.41,1836.38,1592.02
208718_at,na,'QDPR',3415,3793.14,3969.92,2776.19,2451.44
208720_s_at,na,'MYD88',2423.06,2599.04,2913.68,3011.31,2410.66
208721_s_at,na,'SART3',1162.3,846.422,774.164,1273.05,1382.39
208722_s_at,na,'SART3',1640.36,1170.79,1264.27,1827.64,2030.73
208723_at,na,'TRIP6',1141.33,1411.8,1355.36,960.661,817.874
208724_s_at,na,'SNAP23',4483.13,5458.74,4952.93,5506.4,5124.88
208726_s_at,na,'COMMD4',7564.1,5565,5559.64,8242.67,8654.61
208727_s_at,na,'RPS6',2033.75,2026,1929.23,2860.16,2560.48
208728_s_at,na,'ASPH',1162.85,1164.91,1175.26,1143.26,1100.04
208729_x_at,na,'USP10',11263.8,13368.5,12265.3,6780.36,8853.75
208730_x_at,na,'USP10',364.409,455.877,381.844,406.441,557.792
208731_at,na,'PRKRA',1365.68,1396.97,1504.37,1625.86,1562.05
208732_at,na,'HLA-B',531.384,316.617,394.666,365.596,542.971
208734_x_at,na,'LOC103021295 /// UBE2G1',1197.5,1046.26,975.966,1263.11,1026.57
208735_s_at,na,'UBE2G1',600.213,558.711,531.432,712.171,759.366
208736_at,na,'CLNS1A',2560.41,2310.13,2252.46,3564.5,2979.17
208737_at,na,'MSMO1',2736.21,2908.1,2786.8,3102.92,2617.8
208738_x_at,na,'PLPP1',3562.67,3037.98,3190.07,3114.36,3531.86
208739_x_at,na,'RXRB',5726.51,5085.26,6943.48,5952.62,5136.23
208740_at,na,'TM9SF1',407.244,231.128,292.624,339.293,425.126
208742_s_at,na,'IPO4 /// TM9SF1',6360.4,3757.73,4200.85,3560.91,4020.26
208743_s_at,na,'TCF3',2255.06,2065.44,3280.87,1913.1,2026.92
208744_x_at,na,'P2RX5-TAX1BP3 /// TAX1BP3',2348.77,1085.07,1156.49,1258.23,1111.14
208745_at,na,'NT5C2',1803.29,1174.92,930.087,1076.9,1491.41
208746_x_at,na,'COL6A2',9213.38,9000.1,8758.09,10520.8,7485.65
208749_x_at,na,'DNAJA2',3375.71,4944.04,4992.82,2932.48,3177.42
208750_s_at,na,'CYTH2',3289.75,3415.96,3430.74,3500.97,2807.19
208751_at,na,'AKR1C3',302.715,357.549,384.812,307.169,447.541
208752_x_at,na,'PRPF4',6354.89,7480.25,6938.07,6879.62,7672.42
208753_s_at,na,'PRPF4',1142.46,1159.56,1218.7,1959.28,2231.48
208754_s_at,na,'CYB561',1754.43,1624.42,1473.08,2465.78,2333.98
