x_1_2,Var2,Var3,Var4,Var5,Var6,Var7,Var8
10012,5,,,,,,
ID_REF,Description,,parental,parentalAM,parentalAMB,BrM2a,Brm2a
203711_s_at,na,'TMC6',91.3616,127.326,136.786,81.7464,71.8722
203712_at,na,'MRPS12',1788.74,1309.79,1518.18,2164.92,2047.37
203713_s_at,na,'MRPS12',64.1341,104.832,103.831,78.9942,30.597
203714_s_at,na,'AGA',932.024,901.105,942.698,744.465,656.583
203715_at,na,'AGA',243.755,217.458,246.584,219.067,189.596
203718_at,na,'KLF7',509.515,1008.8,918.562,939.603,945.189
203719_at,na,'CCDC94',575.554,557.624,508.635,715.357,460.279
203720_s_at,na,'RGS19',765.021,962.907,827.456,1214.83,813.881
203721_s_at,na,'TRIM16',2824.4,2125.4,2123.82,2342.58,2340.35
203725_at,na,'SLC25A24',1423.91,1149.43,1384.48,1729.37,931.735
203727_at,na,'SEC23A',901.483,1138.27,1098.58,693.602,918.282
203728_at,na,'RASSF1',727.083,950.772,772.422,836.327,808.075
203729_at,na,'AK4',5029.07,6532.25,7274.96,3484.67,2832.38
203730_s_at,na,'AK4',153.384,186.825,163.941,145.583,209.934
203732_at,na,'MED7',546.48,540.062,558.601,669.032,836.055
203733_at,na,'MED7',498.605,380.481,503.844,328.918,311.988
203734_at,na,'TRAF5',362.775,372.883,430.909,410.043,504.2
203735_x_at,na,'POT1',573.581,522.219,526.579,504.297,664.493
203736_s_at,na,'POT1',122.056,69.9855,76.8577,125.491,190.81
203737_s_at,na,'DHX30',432.903,446.952,484.429,510.191,446.163
203738_at,na,'FLRT2',744.326,730.557,639.037,754.729,982.351
203739_at,na,'FLRT2',662.7,621.854,471.979,519.061,276.276
203740_at,na,'NAGLU',1176.51,1203.31,1261.21,975.614,1216.58
203742_s_at,na,'SKAP2',159.144,182.83,132.682,215.991,215.039
203743_s_at,na,'SKAP2',669.295,493.941,547.51,1113.25,667.595
203744_at,na,'F3',1714.06,1827.59,2048.46,3046.36,2279.62
203745_at,na,'GTF3C2',796.141,979.896,778.96,679.849,533.25
203746_s_at,na,'SP2',2220.2,1646.47,1623.74,1326.94,1008.38
203748_x_at,na,'PIK3CA',1332.76,1354.14,1216.25,1912.14,1528.94
203749_s_at,na,'CLP1',237.699,127.923,181.27,259.508,200.545
203752_s_at,na,'KHSRP',2007.22,4298.42,4714.54,3608.48,2727.52
203755_at,na,'KHSRP',1459.01,1276.28,1138.33,1261.67,1600.85
203758_at,na,'CEP350',244.407,247.424,315.056,406.769,353.867
203759_at,na,'NAT9',237.536,293.277,275.459,192.554,236.298
203764_at,na,'DGCR14',2009.21,1881.57,1872.57,2049.52,1986.17
203765_at,na,'MRPL57',214.285,188.967,194.594,103.43,175.129
203767_s_at,na,'MRPL57',901.603,819.835,716.695,269.004,264.587
203773_x_at,na,'TRIM24',2061.96,1738.38,1131.65,1147.7,1127.15
203774_at,na,'CAMK1',486.199,386.423,367.746,457.019,339.345
203775_at,na,'SLC43A1',563.257,403.365,463.249,246.391,305.674
203776_at,na,'GRK5',647.313,849.999,764.994,480.75,448.617
203777_s_at,na,'EML2',335.97,262.157,295.079,258.955,202.811
203781_at,na,'KCNN4',2792.65,3319.82,3596.53,2806.27,3585.13
203782_s_at,na,'RHBDD3',548.548,475.265,472.149,505.338,589.766
203788_s_at,na,'TCAF1',302.357,223.355,232.897,246.55,268.538
203789_s_at,na,'SLC12A2',1167.86,735.305,805.946,621.509,716.313
203790_s_at,na,'DIMT1',535.62,540.797,580.288,492.37,540.846
203791_at,na,'TTF2',132.446,87.791,109.104,59.2241,49.5783
203793_x_at,na,'APEX2',395.681,549,498.291,357.586,440.847
203794_at,na,'GALC',603.28,943.859,999.056,494.073,465.321
203799_at,na,'GSTM2',346.292,458.149,481.72,168.835,206.851
203800_s_at,na,'FOSL1',1584.2,1761.51,1423.09,1590.85,1704.63
203801_at,na,'MKLN1',56.1503,95.1706,93.429,62.2919,79.8985
203802_x_at,na,'TMED2',748.435,498.184,511.415,606.398,589.092
203803_at,na,'TMED2',186.854,220.788,219.759,159.735,196.9
203804_s_at,na,'SOX12',1078.68,550.307,720.391,939.74,837.199
203809_s_at,na,'NUP58',164.261,149.886,175.091,136.294,124.109
203810_at,na,'CD83',234.335,151.213,133.323,321.327,121.878
203811_s_at,na,'POLA2',248.11,138.888,193.907,527.978,185.474
203814_s_at,na,'KIF11',1096.02,1516.92,1474.55,737.679,926.708
203816_at,na,'PDCL',530.806,425.92,426.326,703.546,685.019
203817_at,na,'PDCL',74.213,49.6218,64.4498,72.994,59.1942
203818_s_at,na,'FZD1',563.503,597.923,502.899,844.617,753.398
203819_s_at,na,'ZNF84',369.206,408.973,411.984,632.83,362.191
203820_s_at,na,'PLA2G15',670.94,693.192,555.947,596.967,511.99
203821_at,na,'CSTF2',2194.35,1858.55,1737.49,2158.08,3385.6
203822_s_at,na,'RAD1',396.903,444.924,454.066,433.848,403.807
203823_at,na,'RAD1',295.476,550.99,395.338,561.078,718.595
203825_at,na,'CXCL1',657.375,657.758,892.915,449.344,531.745
203827_at,na,'GEM',286.238,344.147,362.705,575.738,463.007
203829_at,na,'ZNF592',551.75,643.222,666.134,623.876,483.814
203830_at,na,'MMP1',124.898,92.2325,114.036,170.595,119.719
203831_at,na,'RABIF',369.699,331.168,326.719,303.899,306.481
203832_at,na,'RABIF',4580.28,3506.04,4671.42,2180.26,3954.73
203833_s_at,na,'OSTF1',554.857,521.272,422.516,655.253,694.955
203834_s_at,na,'C9orf16',1065.04,728.81,670.529,1009.12,1162.59
203837_at,na,'BRPF1',307.018,226.1,198.715,206.704,157.786
203843_at,na,'TOM1L1',831.696,796.292,861.935,406.859,337.724
203845_at,na,'DOLK',301.184,374.739,364.29,351.731,226.187
203846_at,na,'CD44',839.075,744.474,788.742,794.058,901.268
203851_at,na,'CD44',566.498,658.658,829.857,429.477,361.421
203852_s_at,na,'PDE4D',399.919,314.555,299.794,385.153,518.586
203855_at,na,'ARHGAP11A',295.293,377.875,273.333,306.497,404.225
203856_at,na,'BID',834.988,701.737,693.928,912.816,965.592
203857_s_at,na,'C15orf39',631.304,649.009,627.037,570.756,837.094
203858_s_at,na,'STRN3',839.14,869.077,885.121,696.109,1051.02
203867_s_at,na,'ADCY9',783.579,552.848,610.191,621.456,973.701
203869_at,na,'AGTPBP1',245.07,252.259,230.736,310.72,264.34
203870_at,na,'NOV',206.428,214.93,111.125,162.458,191.333
203871_at,na,'SAMHD1',777.369,873.491,777.183,818.38,801.702
203873_at,na,'DMTN',112.001,131.271,130.167,87.9596,121.778
203874_s_at,na,'PPP3R1',905.182,1076.63,1092.17,901.639,1010.45
203875_at,na,'PPP3R1',553.94,1133.23,722.757,781.375,307.176
203879_at,na,'CDC7',508.302,465.641,406.65,1315.1,642.734
203880_at,na,'HIVEP1',843.743,776.129,823.963,858.047,805.667
203882_at,na,'DPH2',280.062,387.207,412.981,598.333,419.015
203883_s_at,na,'ATXN7',515.853,514.567,486.082,437.532,387.417
203884_s_at,na,'PPIC',422.895,259.715,288.631,287.823,266.003
203885_at,na,'PPIC',758.282,842.398,794.138,896.096,929.976
203887_s_at,na,'PLLP',675.56,963.553,782.073,1110.33,958.998
203888_at,na,'BRD1',233.254,332.546,337.934,664.276,339.646
203889_at,na,'FAM216A',539.247,160.367,134.001,575.839,509.017
203890_s_at,na,'ZNF140',545.275,573.335,611.936,596.369,674.728
203891_s_at,na,'PDPK1',219.997,195.848,213.928,250.416,289.647
203892_at,na,'PHF14',125.321,135.103,116.745,94.0756,156.8
203893_at,na,'TBC1D8',1333.87,869.906,993.613,1033.1,980.273
203894_at,na,'MYO5A',69.6626,106.594,143.465,157.2,191.608
203897_at,na,'NAP1L1',680.794,784.695,753.237,356.943,461.795
203898_at,na,'TOX',258.914,155.753,150.617,189.761,167.548
203899_s_at,na,'BRCA1',340.975,291.449,360.764,295.223,432.627
203904_x_at,na,'HPS5',992.111,810.079,631.323,634.562,799.795
203905_at,na,'RAB40B',433.265,449.084,460.34,478.067,500.565
203908_at,na,'IKBKE',95.3123,33.8727,56.5296,191.056,71.6081
203909_at,na,'GSTM1',1230.8,1412,1454.91,1263.52,1087.38
203910_at,na,'INPP4A',4613.93,4668.37,4949.57,5481.67,3504.45
203917_at,na,'PPP1R3D',285.672,453.808,461.213,286.281,357.384
203920_at,na,'LSM7',221.59,283.678,223.12,150.909,197.696
203921_at,na,'PCGF3',214.396,237.958,266.152,227.291,238.158
203925_at,na,'ACOT13',1527.42,1468.59,1304.62,1022.05,1281.34
203926_x_at,na,'PPM1D',592.882,534.745,359.839,490.873,485.568
203927_at,na,'ATG14',667.504,566.73,608.599,676.261,555.914
203931_s_at,na,'ICK',1354,1207.85,1161.53,955.682,1854.26
203932_at,na,'PIN4',400.898,407.057,364.804,379.556,399.689
203933_at,na,'PIN4',302.476,399.9,322.335,278.123,320.683
203935_at,na,'CROT',523.919,490.005,466.583,454.42,436.657
203936_s_at,na,'CLUAP1',193.731,229.905,227.219,199.218,224.908
203939_at,na,'CLUAP1',2699.37,2539.14,2656.06,3813.52,3753.66
203941_at,na,'L1CAM',269.062,291.374,431.828,285.754,419.044
203943_at,na,'NUAK1',490.066,509.267,601.992,440.216,421.804
203944_x_at,na,'MIEF1',1043.12,1005.62,1132.52,1064.01,898.544
203945_at,na,'MIEF1',184.18,246.788,301.334,234.188,234.132
203946_s_at,na,'STC1',92.5455,214.935,188.577,261.313,225.791
203947_at,na,'STC1',1722.53,1674.71,1482.12,2143.11,1992.73
203955_at,na,'STC1',237.957,379.139,289.376,224.437,236.441
203956_at,na,'MRPL28',348.516,459.526,571.912,538.611,360.618
203957_at,na,'DKK1',291.989,287.971,376.533,405.699,322.791
203958_s_at,na,'EXO1',146.017,167.581,159.006,148.873,143.129
203960_s_at,na,'CDK14',572.426,451.786,598.712,477.347,393.367
203963_at,na,'CGRRF1',147.755,418.421,400.053,144.233,212.67
203964_at,na,'ASL',822.521,1078,900.23,549.149,509.815
203966_s_at,na,'CCDC85B',1970.29,1295.43,1142.73,1336.55,1451.79
203967_at,na,'PKIA',1122.54,1068.85,1112.83,1706.06,1512.84
203968_s_at,na,'IDI1',921.696,994.581,881.436,1346.56,1521.75
203970_s_at,na,'UCHL3',399.815,242.707,246.163,242.596,355.654
203971_at,na,'ACD',299.722,331.59,269.304,319.223,281.033
203972_s_at,na,'FLJ10038 /// GABPB1',1039.81,695.004,560.608,965.192,768.374
203973_s_at,na,'GOSR1',468.995,840.601,1329.46,574.534,428.997
203974_at,na,'RPS6KA4',1263.94,1185.44,1433.65,418.347,350.934
203975_s_at,na,'NEK4',363.368,512.71,465.141,307.321,298.803
203976_s_at,na,'RPS6KA5',219.753,307.846,314.573,184.01,169.764
203978_at,na,'SPOP',466.167,418.484,489.038,491.741,509.446
203981_s_at,na,'NEK2',257.539,322.995,285.536,259.623,305.599
203983_at,na,'CCNT2',701.868,576.721,551.522,670.475,541.218
203984_s_at,na,'DPYD',148.634,295.822,250.48,346.429,250.205
203985_at,na,'HOMER3',348.69,303.123,394.326,257.392,355.127
203987_at,na,'TROAP',1436.71,955.927,941.331,1351.56,1604.94
203988_s_at,na,'APBB3',1052.77,1440.98,1802.75,994.351,1142.82
203989_x_at,na,'NRF1',358.419,341.833,322.004,315.759,521.131
203990_s_at,na,'TFAP2A',252.319,189.626,191.281,122.974,163.351
203992_s_at,na,'TFAP2A',260.574,273.309,273.61,112.272,133.678
203997_at,na,'SHB',445.058,394.804,488.971,597.189,366.736
203999_at,na,'SHB',125.135,216.916,176.799,153.265,204.616
204000_at,na,'TRA2A',365.248,439.629,371.353,356.032,312.964
204001_at,na,'CCP110',112.937,162.149,173.525,130.471,207.304
204004_at,na,'ME3',1331.54,1065.86,1053.78,1859.38,1585.06
204005_s_at,na,'SIKE1',843.052,583.702,531.8,916.523,745.322
204009_s_at,na,'SIKE1',821.789,685.787,745.45,622.38,633.063
204011_at,na,'RNF24',1991.06,1651.43,1573.63,1168.33,1164.69
204012_s_at,na,'HLA-DRB1 /// HLA-DRB4 /// LOC105369230',308.225,482.238,375.429,520.453,503.574
204014_at,na,'ANKRD6',1363.68,1579.24,2204.35,1417.17,1411.83
204015_s_at,na,'SRD5A1',915.32,1113.28,1467.32,1356.73,1876.65
204017_at,na,'TMEM186',651.552,780.277,760.496,742.965,525.077
204019_s_at,na,'LTBP2',95.2741,113.368,87.5096,221.807,125.147
204020_at,na,'ICAM2',812.505,827.328,659.935,1151.5,1106.29
204021_s_at,na,'IRS1',386.368,605.109,580.861,715.094,653.75
204022_at,na,'PARM1',404.168,434.887,436.849,353.958,353.434
204023_at,na,'SGCE',2314.68,2211.22,1870.68,2307.7,1989.13
204025_s_at,na,'HHEX',108.989,116.647,100.056,156.725,145.517
204026_s_at,na,'STX8',6681.29,4701.6,4572.79,5264.68,5536.16
204027_s_at,na,'PLA2G6',414.771,411.548,382.777,404.43,506.95
204028_s_at,na,'CDC42EP1',539.231,640.526,729.78,470.314,563.354
204029_at,na,'DIEXF',286.952,355.758,337.971,173.248,209.237
204030_s_at,na,'DIEXF',575.862,410.871,409.258,638.87,749.05
204031_s_at,na,'NFE2L3',5497.87,4800.97,5800.47,5217.03,4718.26
204032_at,na,'IFT88',1071.14,803.87,781.312,838.906,873.115
204033_at,na,'KIF23',2282.46,1440.41,1478.55,1194.55,1878.57
204034_at,na,'WIPI2',862.157,801.63,790.655,1566.93,1051.02
204036_at,na,'PANX1',1041.06,908.249,1272.51,1451.11,922.723
204037_at,na,'CCDC6',390.965,364.443,404.361,542.206,410.732
204038_s_at,na,'DNAJC6',555.569,625.208,701.092,755.428,718.988
204042_at,na,'NCK1',664.547,464.481,457.745,510.131,531.415
204045_at,na,'WDHD1',957.894,899.527,1032.6,1804.83,2076.22
204048_s_at,na,'TGFBR3',649.356,557.56,483.256,897.612,840.653
204049_s_at,na,'TRIM23',430.86,383.97,343.228,573.864,554.266
204050_s_at,na,'PDE4A',5146.1,4209.07,4280.68,5251.43,5856.6
204053_x_at,na,'CENPC',793.21,1064.91,917.477,717.321,590.747
204058_at,na,'IARS',306.322,233.156,268.269,117.809,99.8079
204059_s_at,na,'MT1G',697.355,665.904,447.044,243.966,214.574
204064_at,na,'IFIT3',718.896,674.734,752.341,609.402,445.821
204065_at,na,'PARP2',468.901,604.573,621.112,492.315,660.448
204066_s_at,na,'RCBTB2',549.994,557.5,580.984,647.329,534.888
204068_at,na,'FEN1',659.45,448.246,405.783,400.602,195.451
204070_at,na,'FEN1',882.035,1504.08,1590.29,146.725,204.284
204071_s_at,na,'TAP2',158.348,193.183,185.566,219.868,171.487
204075_s_at,na,'TAP2',35.6595,20.4712,35.18,45.042,40.3182
204076_at,na,'TTF1',397.096,255.185,377.527,633,328.106
204079_at,na,'TTF1',460.278,686.882,677.261,414.934,448.681
204081_at,na,'EVI2A',339.95,463.075,448.562,361.113,394.418
204082_at,na,'FAS',653.941,574.21,567.335,676.496,643.303
204084_s_at,na,'MLF1',858.187,486.188,488.317,327.667,364.538
204085_s_at,na,'MLF1',349.612,160.194,146.29,196.49,152.336
204088_at,na,'PPOX',350.258,338.498,277.595,435.735,515.964
204089_x_at,na,'FMNL1',630.508,509.245,524.627,458.066,345.618
204091_at,na,'SMAD7',503.259,488.476,406.294,707.754,297.993
204092_s_at,na,'NR2C1',2215.2,2708.13,1947.35,2276.52,3093.22
204093_at,na,'ZBED4',2193.84,1894.63,2234.88,2274.34,3248.56
204094_s_at,na,'H1FX',282.489,439.766,373.64,324.891,303.514
204097_s_at,na,'HLA-F',320.371,425.626,377.058,301.583,383.575
204098_at,na,'TMEM5',254.382,329.003,243.746,302.475,389.46
204102_s_at,na,'TMEM5',7680.83,6932.73,7342.08,4984.54,5656.37
204104_at,na,'CLPX',193.408,229.383,211.814,367.578,343.792
204106_at,na,'ZW10',448.715,442.93,512.651,416.722,387.387
204107_at,na,'MAPK10',411.683,407.501,507.065,479.746,457.692
204108_at,na,'ESPL1',625.469,781.801,750.009,715.949,741.183
204109_s_at,na,'FGD1',637.391,485.539,483.037,622.545,419.636
204112_s_at,na,'BTN3A2 /// BTN3A3',416.929,580.154,483.453,144.27,278.344
204113_at,na,'TTK',438.177,680.772,557.708,410.609,494.156
204115_at,na,'NAV3',2300.2,2299.09,2362.67,809.992,1106.86
204119_s_at,na,'MELK',3109.44,2697.5,2677.8,3093.14,3085.61
204120_s_at,na,'CCNF',253.104,119.555,183.522,210.088,220.78
204125_at,na,'CCNF',430.585,472.881,455.135,467.331,604.447
204127_at,na,'RAD9A',2677.54,1795.73,1516.16,1337.85,1335.46
204128_s_at,na,'CDK8',1284.53,482.182,507.035,463.762,543.376
204131_s_at,na,'BMPR1A',425.222,592.058,510.123,461.485,480.898
204132_s_at,na,'POLA1',184.645,237.135,285.867,206.209,208.964
204135_at,na,'MTMR9',109.884,326.596,301.188,185.733,178.252
204140_at,na,'POP5',316.508,345.532,317.419,516.197,634.198
204141_at,na,'EEA1',3096.36,2770.76,2950.86,2678.31,2538.01
204142_at,na,'PRKAR2A',206.193,348.929,317.594,77.5179,126.977
204143_s_at,na,'ZBTB11',428.531,597.555,550.414,340.65,517.944
204144_s_at,na,'TCFL5',117.623,155.232,190.795,147.445,148.386
204145_at,na,'MAD1L1',354.221,440.111,459.112,807.109,528.098
204146_at,na,'APAF1',807.114,540.76,527.102,752.721,876.078
204147_s_at,na,'IL6ST',1239.11,732.814,711.688,494.627,365.996
204151_x_at,na,'IL6ST',307.891,654.985,591.237,928.915,955.12
204155_s_at,na,'GCHFR',146.247,265.804,269.161,143.091,180.978
204158_s_at,na,'ICT1',686.591,631.958,747.896,396.255,395.529
204159_at,na,'GMDS',740.159,641.756,569.716,577.273,563.307
204160_s_at,na,'UGCG',751.36,307.155,287.179,803.843,867.695
204161_s_at,na,'PLK4',103.921,53.6286,82.782,106.272,85.9119
204162_at,na,'PLK4',878.848,759.078,756.442,1022.26,629.29
204164_at,na,'NEURL1',180.314,224.094,239.964,255.062,159.98
204165_at,na,'EEF1A1',336.794,311.664,360.276,298.61,267.075
204168_at,na,'PTGER4',492.538,651.846,539.512,541.431,518.394
204170_s_at,na,'SAP30',5026.74,4353.82,4642.17,3448.28,3967.11
204171_at,na,'SAP30',192.291,164.975,163.809,133.386,179.078
204172_at,na,'ATG4B',1801.87,1791.35,1711.57,1040.75,787.063
204173_at,na,'EEF1E1',609.391,769.644,912.179,759.132,703.113
204175_at,na,'RPS6KA2',784.983,603.624,670.002,918.216,733.24
204176_at,na,'RAMP1',100.501,118.439,97.3682,67.9966,132.57
204177_s_at,na,'MLLT3',301.708,388.951,365.354,342.49,306.055
204180_s_at,na,'PRR4',234.78,312.091,315.423,289.533,264.916
204181_s_at,na,'CPS1',342.671,408.603,370.672,316.246,381.177
204185_x_at,na,'SASH3',953.587,935.262,1059.26,1223.08,1391.59
204186_s_at,na,'RASSF7',621.164,773.445,823.727,708.243,703.012
204187_at,na,'SLC10A3',167.041,391.119,430.459,287.951,234.764
204190_at,na,'BNIP1',378.179,135.546,258.979,213.034,197.195
204194_at,na,'PTPN2',210.606,248.132,199.037,388.523,358.408
204201_s_at,na,'ZNF274',25.8182,47.2608,38.8861,26.7828,59.8009
204202_at,na,'PTPRG',124.988,210.611,224.801,90.9859,109.663
204203_at,na,'TOP3A',444.543,220.056,296.919,456.418,481.963
204204_at,na,'E2F1',821.332,633.099,572.996,537.91,515.484
204207_s_at,na,'FST',465.83,373.64,454.583,583.459,634.756
204208_at,na,'CARD8',142.28,191.255,170.064,223.826,283.544
204209_at,na,'SRPX',600.267,500.794,476.018,569.043,652.688
204211_x_at,na,'ORC5',607.508,727.206,889.234,955.271,806.035
204212_at,na,'CENPA',189.601,464.881,387.365,334.381,381.291
204214_s_at,na,'SHROOM2',1371.32,1078.53,1090.02,1359.91,1374.43
204215_at,na,'C6orf47',897.889,886.259,855.714,683.983,849.392
204216_s_at,na,'RDX',1064.92,1049.36,1026.61,1055.41,1015.63
204218_at,na,'MAFG',763.907,785.656,745.47,694.014,663.161
204219_s_at,na,'OAS2',5260.55,5014.62,4319.74,5367.17,5505.51
204221_x_at,na,'EMP2',243.062,171.472,183.393,304.278,428.701
204222_s_at,na,'AMMECR1',445.788,379.858,284.381,888.175,1238.3
204224_s_at,na,'DDX10',422.7,397.354,318.941,357.37,389.167
204226_at,na,'CLOCK',221.11,202.85,313.393,183.22,192.84
204227_s_at,na,'PFN2',199.319,344.921,257.955,268.833,241.414
204228_at,na,'CDK5R1',1175.1,1034.88,1148.92,1141.86,737.37
204232_at,na,'ATF5',83.0833,101.635,106.083,93.9753,159.168
204233_s_at,na,'ATF5',865.434,688.839,564.299,496.085,841.762
204234_s_at,na,'DOCK4',267.583,215.916,266.647,272.224,239.008
204235_s_at,na,'NKRF',541.33,659.026,524.114,403.032,600.11
204237_at,na,'NMT2',471,406.606,533.487,288.174,507.772
204238_s_at,na,'NMT2',791.831,1236.96,1052.58,778.878,530.583
204240_s_at,na,'GNL3L',1415.45,1098.73,1125.25,1067.46,1224.5
204243_at,na,'HAGH',319.427,319.436,269.23,212.699,145.712
204244_s_at,na,'TGFA',837.826,584.385,814.983,367.057,473.941
204245_s_at,na,'MBNL2',621.828,528.258,640.926,700.559,566.212
204246_s_at,na,'ARL4A',2314.63,2233.02,2528.91,2387.76,2438.76
204247_s_at,na,'FOXN3',379.723,530.139,394.378,640.621,519.086
204248_at,na,'RAD51',796.372,663.825,597.526,433.094,370.455
204251_s_at,na,'STAT5B',178.012,261.125,320.427,287.837,383.825
204252_at,na,'ITGA2',1587.22,1237.35,1300.38,1931.94,1930.04
204254_s_at,na,'CCNE2',144.842,154.422,138.695,251.096,162.963
204255_s_at,na,'LSM6',195.65,145.936,96.0525,234.654,269.326
204256_at,na,'GNE',658.825,1053.44,1191.1,943.411,904.658
204257_at,na,'AKAP10',477.08,552.366,454.974,1071.8,720.496
204258_at,na,'CENPE',642.183,527.884,484.039,648.323,565.465
204262_s_at,na,'ASNS',327.025,254.908,279.005,310.128,219.244
204265_s_at,na,'PSPH',388.78,569.325,473.263,1503.35,855.921
204266_s_at,na,'AUH',1461.31,1219.9,1487.59,905.976,1361.72
204267_x_at,na,'PRIM1',833.269,649.375,763.963,592.985,747.123
204268_at,na,'ITGAE',2150.13,3154.3,3332.31,445.557,260.081
204271_s_at,na,'PARG',111.755,241.858,168.381,161.215,212.316
204274_at,na,'EXOSC9',757.615,620.696,548.115,912.184,678.115
204275_at,na,'ARID4A',185.202,192.19,225.987,176.468,194.7
204276_at,na,'GEMIN2',228.814,274.62,224.625,229.857,167.892
204278_s_at,na,'ENPP1',191.581,275.725,248.518,315.405,211.707
204279_at,na,'ARHGAP26',1054.98,1529.23,1529.64,1229.41,895.689
204282_s_at,na,'ING3',301.023,374.849,367.338,411.193,415.274
204283_at,na,'XRCC4',431.037,554.093,498.309,551.355,516.487
204284_at,na,'SLC22A5',178.59,146.07,180.987,171.831,185.95
204285_s_at,na,'PIGF',3722.57,2349.14,2734.19,4476.76,2842.17
204286_s_at,na,'PIGF',1403.94,983.176,842.55,1747.66,927.292
204290_s_at,na,'AOX1',241.544,388.998,467.272,316.036,373.479
204291_at,na,'AOX1',50.9137,52.3124,59.7048,24.2717,23.053
204295_at,na,'BCAP29',823.939,873.487,920.762,827.685,832.824
204297_at,na,'ORC1',693.79,799.665,898.291,605.277,426.737
204298_s_at,na,'RWDD3',633.444,478.826,514.935,2441.05,2156.43
204299_at,na,'MAMLD1',258.891,202.399,191.508,302.855,166.314
204306_s_at,na,'ZNF7',1331.99,1592.92,1670.12,1662.47,1186.23
204308_s_at,na,'NAGPA',250.174,336.001,366.742,338.196,345.128
204312_x_at,na,'RECQL',497.376,405.319,467.286,551.903,553.291
204313_s_at,na,'PEX12',508.669,375.419,388.459,535.531,504.088
204314_s_at,na,'SLC26A2',231.644,215.246,205.642,162.989,240.791
204315_s_at,na,'CCR1',357.139,488.055,524.266,550.208,628.743
204316_at,na,'GFPT2',397.873,447.005,335.262,541.326,483.799
204317_at,na,'MAN2A1',197.365,200.819,192.894,375.109,436.793
204318_s_at,na,'RBM19',692.278,693.672,661.995,966.945,1046.07
204319_s_at,na,'SGCB',1769.92,2009.21,1788.7,3272.5,2946.76
204326_x_at,na,'MSANTD3-TMEFF1 /// TMEFF1',5480.78,4031.91,4276.33,3620.67,6799.16
204327_s_at,na,'MSANTD3-TMEFF1 /// TMEFF1',394.596,335.415,307.829,312.909,348.939
204328_at,na,'VRK2',262.948,344.993,471.345,173.463,338.306
204330_s_at,na,'PTGS1',112.133,105.33,105.376,117.569,146.644
204331_s_at,na,'NPM3',2786.08,2510.42,2214.41,2554.4,2912.29
204332_s_at,na,'MOK',757.899,663.533,664.077,540.647,497.318
